absa_seat_e2,absa_food_e2,absa_staff_e2,absa_ground_service_e2,absa_entertainment_e2,absa_seat_e2_missing,absa_food_e2_missing,absa_staff_e2_missing,absa_ground_service_e2_missing,absa_entertainment_e2_missing,Verified,Type Of Traveller,Seat Type,review_length,row_id,Review Date,Date Flown,Recommended
-0.9394,,-0.9745,-0.979,,0,1,0,0,1,True,Business,Economy Class,693,232,2023-04-15,2023-04-01,0
,-0.8795,-0.9187,-0.7891,,1,0,0,0,1,True,Family Leisure,Economy Class,1497,233,2023-04-09,2023-04-01,0
-0.4153,,,-0.9609,,0,1,1,0,1,True,Family Leisure,Economy Class,405,234,2023-04-07,2023-04-01,0
,,,-0.9663,-0.942,1,1,1,0,0,False,Couple Leisure,Economy Class,759,235,2023-04-03,2023-04-01,0
0.4613,-0.2958,-0.6509,-0.3864,,0,0,0,0,1,True,Solo Leisure,Economy Class,1855,236,2023-02-28,2023-02-01,0
-0.8761,-0.8871,,,-0.2923,0,0,1,1,0,False,Couple Leisure,Economy Class,489,237,2023-01-30,2022-09-01,1
-0.9377,,-0.9657,-0.9544,,0,1,0,0,1,True,Couple Leisure,Economy Class,1352,238,2023-01-09,2023-01-01,0
-0.9528,-0.9716,-0.9764,-0.9707,,0,0,0,0,1,True,Family Leisure,Business Class,1543,239,2023-01-08,2022-12-01,0
,,,-0.9823,,1,1,1,0,1,False,Solo Leisure,Economy Class,629,240,2023-01-07,2023-01-01,0
,,,-0.9836,,1,1,1,0,1,True,Family Leisure,Economy Class,433,241,2022-12-27,2022-12-01,0
,,-0.9487,-0.9278,,1,1,0,0,1,False,Family Leisure,Economy Class,901,242,2022-12-24,2022-12-01,0
,,-0.8629,-0.8582,,1,1,0,0,1,False,Solo Leisure,Economy Class,1413,243,2022-12-19,2022-09-01,0
-0.8641,-0.932,-0.9395,-0.935,-0.541,0,0,0,0,0,True,Solo Leisure,Economy Class,1329,244,2022-12-17,2022-12-01,0
,,,-0.9639,,1,1,1,0,1,False,Business,Premium Economy,464,245,2022-12-15,2022-12-01,0
,,-0.9693,-0.9603,,1,1,0,0,1,False,Couple Leisure,Economy Class,1032,246,2022-12-13,2022-12-01,0
,,,-0.9336,,1,1,1,0,1,True,Solo Leisure,Economy Class,516,247,2022-12-12,2022-12-01,0
-0.9899,,,-0.9882,,0,1,1,0,1,True,Solo Leisure,Economy Class,180,248,2022-12-01,2022-12-01,0
,-0.9206,-0.8844,-0.8648,,1,0,0,0,1,False,Family Leisure,Economy Class,1206,249,2022-11-13,2022-11-01,0
,,-0.9753,-0.9503,,1,1,0,0,1,False,Solo Leisure,Economy Class,472,250,2022-11-07,2022-09-01,0
,,-0.9739,-0.9528,,1,1,0,0,1,True,Couple Leisure,Economy Class,467,251,2022-11-06,2022-07-01,0
,-0.9894,,-0.93,,1,0,1,0,1,True,Family Leisure,Economy Class,215,252,2022-11-04,2022-11-01,0
,,,-0.8026,-0.6972,1,1,1,0,0,False,Couple Leisure,Economy Class,1056,253,2022-10-29,2022-07-01,0
-0.4355,-0.7073,-0.5071,-0.4674,-0.423,0,0,0,0,0,True,Family Leisure,Economy Class,1672,254,2022-10-18,2022-06-01,0
,-0.9611,-0.9935,,,1,0,0,1,1,True,Solo Leisure,Economy Class,152,255,2022-10-13,2022-10-01,0
,-0.9721,-0.9825,,,1,0,0,1,1,False,Solo Leisure,Economy Class,338,256,2022-10-13,2022-10-01,0
,,-0.8817,-0.8709,,1,1,0,0,1,True,Couple Leisure,Economy Class,749,257,2022-10-12,2022-10-01,0
,,,-0.9359,,1,1,1,0,1,False,Couple Leisure,Economy Class,781,258,2022-10-08,2022-10-01,0
,,-0.9333,-0.916,,1,1,0,0,1,False,Business,Business Class,709,259,2022-09-27,2022-07-01,0
,,-0.9562,-0.9623,,1,1,0,0,1,True,Solo Leisure,Economy Class,607,260,2022-09-27,2022-09-01,0
0.2993,0.3425,0.6066,,,0,0,0,1,1,False,Solo Leisure,Economy Class,557,261,2022-09-25,2022-09-01,0
,,-0.9836,-0.9566,-0.9147,1,1,0,0,0,True,Solo Leisure,Economy Class,469,262,2022-09-21,2022-06-01,0
,,-0.9821,-0.9791,,1,1,0,0,1,False,Couple Leisure,Economy Class,397,263,2022-09-18,2022-09-01,0
,,-0.9918,-0.9896,,1,1,0,0,1,True,Solo Leisure,Economy Class,642,264,2022-09-15,2022-09-01,0
,,-0.5332,-0.3738,,1,1,0,0,1,True,Couple Leisure,Economy Class,1309,265,2022-09-15,2022-07-01,0
-0.6113,-0.9954,-0.9932,,-0.8158,0,0,0,1,0,False,Family Leisure,Economy Class,180,266,2022-09-15,2022-09-01,0
,,,-0.9374,,1,1,1,0,1,True,Business,Economy Class,471,267,2022-09-15,2022-09-01,0
,,-0.9795,,,1,1,0,1,1,False,Solo Leisure,Economy Class,396,268,2022-09-13,2022-09-01,0
,-0.8633,-0.9522,-0.8554,,1,0,0,0,1,True,Solo Leisure,Economy Class,1064,269,2022-09-12,2022-09-01,0
,-0.958,-0.9669,-0.9488,,1,0,0,0,1,True,Couple Leisure,Economy Class,1006,270,2022-09-12,2022-09-01,0
,,-0.84,-0.7262,-0.6761,1,1,0,0,0,True,Couple Leisure,Business Class,1132,271,2022-09-11,2022-09-01,0
,,-0.9688,-0.9635,,1,1,0,0,1,True,Solo Leisure,Economy Class,1623,272,2022-09-07,2022-09-01,0
0.9622,0.8723,0.865,0.2843,,0,0,0,0,1,False,Family Leisure,Business Class,700,273,2022-09-06,2022-09-01,1
-0.8185,,,-0.9745,,0,1,1,0,1,True,Solo Leisure,Economy Class,877,274,2022-09-06,2022-09-01,0
0.9946,0.9934,0.9894,,0.9875,0,0,0,1,0,True,Family Leisure,Economy Class,339,275,2022-09-04,2022-07-01,1
-0.9649,-0.9778,-0.978,-0.9782,,0,0,0,0,1,True,Couple Leisure,Economy Class,1474,276,2022-09-03,2022-09-01,0
,,,,-0.9887,1,1,1,1,0,True,Solo Leisure,Economy Class,425,277,2022-08-30,2022-08-01,0
,,-0.9471,-0.9356,,1,1,0,0,1,True,Solo Leisure,Economy Class,1401,278,2022-08-29,2022-08-01,0
,,0.9283,0.6014,,1,1,0,0,1,False,Solo Leisure,Economy Class,344,279,2022-08-28,2022-08-01,1
-0.2999,,-0.5948,-0.6844,-0.4353,0,1,0,0,0,False,Couple Leisure,Economy Class,909,280,2022-08-24,2022-05-01,0
-0.4568,-0.1138,-0.6007,-0.5931,-0.5444,0,0,0,0,0,True,Solo Leisure,Economy Class,1615,281,2022-08-22,2022-08-01,0
,,,-0.9183,,1,1,1,0,1,True,Family Leisure,Economy Class,397,282,2022-08-19,2022-08-01,0
,-0.7062,,-0.876,,1,0,1,0,1,False,Family Leisure,Economy Class,952,283,2022-08-16,2022-08-01,0
-0.8359,,-0.9233,-0.9336,,0,1,0,0,1,False,Couple Leisure,Economy Class,1305,284,2022-08-16,2022-08-01,0
,,-0.9799,-0.9801,,1,1,0,0,1,True,Solo Leisure,Economy Class,1672,285,2022-08-16,2022-07-01,0
-0.9017,,-0.9523,-0.9445,,0,1,0,0,1,True,Family Leisure,Economy Class,767,286,2022-08-14,2022-08-01,0
,-0.9619,-0.9655,-0.9619,,1,0,0,0,1,True,Solo Leisure,Economy Class,690,287,2022-08-14,2022-08-01,0
,,-0.9862,-0.9833,,1,1,0,0,1,False,Couple Leisure,Economy Class,621,288,2022-08-11,2022-08-01,0
-0.0587,,,,,0,1,1,1,1,False,Family Leisure,Economy Class,740,289,2022-08-11,2022-08-01,0
,,,-0.9537,,1,1,1,0,1,True,Couple Leisure,Economy Class,528,290,2022-08-09,2022-08-01,0
,0.9882,0.9888,0.981,,1,0,0,0,1,True,Solo Leisure,Economy Class,1204,291,2022-08-09,2022-08-01,1
,,0.9904,,,1,1,0,1,1,True,Solo Leisure,Economy Class,217,292,2019-05-03,2019-04-01,1
0.9807,,0.9602,0.6894,,0,1,0,0,1,True,Solo Leisure,Economy Class,226,293,2019-05-03,2019-04-01,1
,,0.9347,0.8973,,1,1,0,0,1,False,Couple Leisure,Economy Class,1224,294,2017-07-17,2017-07-01,1
0.9945,0.5843,,0.2286,,0,0,1,0,1,False,Unknown,Economy Class,197,295,2010-12-31,,1
,,,-0.9088,,1,1,1,0,1,False,Unknown,Unknown,312,296,2010-11-25,,0
,,0.9897,0.8235,,1,1,0,0,1,False,Unknown,Unknown,198,297,2008-04-10,,0
,,,-0.9368,,1,1,1,0,1,True,Solo Leisure,Economy Class,364,298,2023-01-21,2023-01-01,0
,,,-0.678,,1,1,1,0,1,True,Solo Leisure,Economy Class,157,299,2022-09-02,2022-07-01,0
0.7023,0.5672,0.2324,,,0,0,0,1,1,True,Solo Leisure,Business Class,1686,300,2022-01-30,2022-01-01,0
0.9902,0.9795,0.9804,,0.9728,0,0,0,1,0,False,Business,Economy Class,523,301,2021-11-10,2021-08-01,1
,,0.9921,,,1,1,0,1,1,True,Business,Business Class,331,302,2021-09-25,2021-09-01,1
,,,-0.9182,,1,1,1,0,1,True,Business,Economy Class,1073,303,2021-09-21,2020-10-01,0
0.9237,,0.1627,,,0,1,0,1,1,True,Solo Leisure,Business Class,790,304,2021-09-12,2021-09-01,1
0.9257,0.9605,0.9659,0.8866,,0,0,0,0,1,True,Business,Premium Economy,676,305,2021-09-03,2021-09-01,1
-0.9572,,-0.9892,,,0,1,0,1,1,True,Family Leisure,Economy Class,492,306,2021-08-28,2021-08-01,0
0.9888,0.9861,0.9898,0.9679,0.9856,0,0,0,0,0,False,Solo Leisure,Premium Economy,647,307,2021-08-16,2021-08-01,1
,,-0.9668,-0.9467,,1,1,0,0,1,True,Business,Economy Class,462,308,2021-07-04,2021-07-01,0
,,,-0.9625,,1,1,1,0,1,False,Couple Leisure,Economy Class,276,309,2021-06-27,2020-07-01,0
,,,-0.7651,,1,1,1,0,1,True,Business,Economy Class,411,310,2021-03-15,2020-04-01,0
,,,-0.966,,1,1,1,0,1,True,Family Leisure,Economy Class,1049,311,2021-01-12,2020-03-01,0
,,,-0.7965,,1,1,1,0,1,True,Couple Leisure,Economy Class,411,312,2020-12-16,2020-12-01,0
,,,-0.9138,,1,1,1,0,1,True,Solo Leisure,Economy Class,935,313,2020-12-12,2020-04-01,0
,,-0.9221,-0.922,,1,1,0,0,1,False,Couple Leisure,Economy Class,2959,314,2020-11-02,2020-04-01,0
0.9825,0.9877,0.9815,,0.9477,0,0,0,1,0,True,Solo Leisure,Business Class,666,315,2020-10-31,2020-10-01,1
,,,-0.9869,,1,1,1,0,1,True,Solo Leisure,Economy Class,194,316,2020-10-23,2020-04-01,0
0.9495,0.9814,0.9757,0.8516,,0,0,0,0,1,True,Solo Leisure,Premium Economy,699,317,2020-08-27,2020-08-01,1
,,-0.616,-0.7797,,1,1,0,0,1,True,Business,Economy Class,966,318,2020-08-22,2020-08-01,0
,,,-0.9441,,1,1,1,0,1,True,Solo Leisure,Economy Class,758,319,2020-08-19,2020-04-01,0
,,0.9942,0.9838,,1,1,0,0,1,True,Family Leisure,Economy Class,515,320,2020-08-10,2020-08-01,1
,,-0.7809,-0.5385,,1,1,0,0,1,True,Couple Leisure,Economy Class,869,321,2020-08-06,2020-04-01,0
,,,-0.8643,,1,1,1,0,1,True,Solo Leisure,Economy Class,1094,322,2020-06-23,2020-01-01,0
,,,-0.8093,,1,1,1,0,1,False,Business,Business Class,606,323,2020-06-03,2020-04-01,0
0.9925,0.9873,0.9915,0.9113,0.9688,0,0,0,0,0,True,Solo Leisure,Economy Class,329,324,2020-04-04,2019-09-01,1
-0.899,,-0.9815,-0.9495,,0,1,0,0,1,True,Solo Leisure,Economy Class,537,325,2020-03-20,2019-04-01,0
0.8928,0.0941,0.9309,,,0,0,0,1,1,True,Solo Leisure,Business Class,182,326,2020-03-19,2019-11-01,0
-0.9121,-0.812,-0.9583,,,0,0,0,1,1,True,Solo Leisure,Economy Class,184,327,2020-03-19,2020-03-01,0
,,0.987,0.9812,,1,1,0,0,1,True,Solo Leisure,Economy Class,341,328,2020-03-08,2020-02-01,1
0.9894,0.985,0.9928,0.9705,0.985,0,0,0,0,0,True,Solo Leisure,Economy Class,1222,329,2020-03-06,2019-12-01,1
0.9889,0.9772,0.9784,0.9504,,0,0,0,0,1,True,Solo Leisure,Economy Class,699,330,2020-03-04,2020-03-01,1
,,0.9805,,,1,1,0,1,1,True,Family Leisure,Economy Class,443,331,2020-03-02,2020-02-01,1
,,-0.9871,-0.959,,1,1,0,0,1,True,Family Leisure,Economy Class,495,332,2020-02-11,2020-01-01,0
,-0.1173,0.972,0.8891,0.0067,1,0,0,0,0,True,Solo Leisure,Economy Class,696,333,2020-02-07,2019-11-01,1
-0.8526,,-0.8937,-0.806,,0,1,0,0,1,True,Solo Leisure,Economy Class,797,334,2020-02-06,2020-02-01,0
,,,-0.9685,,1,1,1,0,1,True,Solo Leisure,Economy Class,684,335,2020-01-20,2020-01-01,0
,-0.4402,,,,1,0,1,1,1,True,Solo Leisure,Economy Class,275,336,2020-01-08,2020-01-01,0
,,,-0.941,,1,1,1,0,1,True,Solo Leisure,Economy Class,420,337,2020-01-07,2020-01-01,0
0.9858,0.9383,0.9522,0.5294,,0,0,0,0,1,True,Solo Leisure,Economy Class,388,338,2020-01-07,2020-01-01,1
-0.721,,-0.7715,-0.7328,,0,1,0,0,1,True,Couple Leisure,Economy Class,1232,339,2020-01-05,2020-01-01,0
,,,-0.8716,,1,1,1,0,1,True,Solo Leisure,Economy Class,641,340,2019-12-25,2019-12-01,0
0.9723,0.9637,0.9789,,,0,0,0,1,1,True,Solo Leisure,Economy Class,636,341,2019-12-14,2019-12-01,1
0.989,,0.989,0.9786,,0,1,0,0,1,True,Solo Leisure,Economy Class,846,342,2019-12-09,2019-12-01,1
,,,-0.9275,,1,1,1,0,1,True,Family Leisure,Economy Class,1999,343,2019-11-27,2019-07-01,0
,0.5416,0.817,0.6971,-0.2594,1,0,0,0,0,True,Solo Leisure,Economy Class,448,344,2019-10-24,2019-08-01,1
,0.9912,0.98,,,1,0,0,1,1,True,Solo Leisure,Economy Class,164,345,2019-10-23,2019-06-01,1
-0.9143,,-0.958,-0.9285,,0,1,0,0,1,True,Solo Leisure,Economy Class,1278,346,2019-10-21,2019-10-01,0
-0.7831,,-0.9542,-0.8704,,0,1,0,0,1,True,Family Leisure,Economy Class,687,347,2019-10-19,2019-10-01,0
,,-0.989,,,1,1,0,1,1,True,Business,Economy Class,454,348,2019-10-18,2019-10-01,0
0.9915,,0.9946,0.9455,,0,1,0,0,1,True,Business,Business Class,547,349,2019-10-10,2019-10-01,1
-0.0126,-0.2211,-0.1796,-0.3022,-0.2315,0,0,0,0,0,True,Business,Premium Economy,1351,350,2019-10-08,2019-09-01,1
,,-0.9805,-0.9559,,1,1,0,0,1,True,Family Leisure,Economy Class,674,351,2019-09-28,2019-09-01,0
,,,-0.8984,,1,1,1,0,1,True,Solo Leisure,Economy Class,358,352,2019-09-23,2019-09-01,0
,0.9931,0.9892,,0.9928,1,0,0,1,0,True,Business,Economy Class,209,353,2019-09-19,2019-09-01,1
,,,0.8832,,1,1,1,0,1,True,Solo Leisure,Economy Class,895,354,2019-09-18,2019-09-01,1
,,0.9508,,,1,1,0,1,1,False,Couple Leisure,Economy Class,844,355,2019-09-17,2019-09-01,1
,,,-0.896,,1,1,1,0,1,True,Family Leisure,Economy Class,1327,356,2019-09-13,2019-08-01,0
,,-0.9329,-0.9079,,1,1,0,0,1,True,Solo Leisure,Economy Class,1079,357,2019-09-12,2019-09-01,0
0.9888,0.9939,,,,0,0,1,1,1,True,Couple Leisure,Economy Class,386,358,2019-09-10,2019-09-01,1
0.0039,,-0.9404,-0.6579,,0,1,0,0,1,True,Family Leisure,Economy Class,324,359,2019-09-10,2019-09-01,0
,,-0.7733,-0.5986,,1,1,0,0,1,True,Family Leisure,Economy Class,850,360,2019-09-09,2019-09-01,0
,-0.0958,0.7393,0.0769,,1,0,0,0,1,True,Business,Economy Class,608,361,2019-09-04,2019-08-01,1
,0.985,0.9955,0.793,,1,0,0,0,1,True,Business,Economy Class,254,362,2019-09-04,2019-08-01,1
0.993,,0.9908,0.9643,,0,1,0,0,1,True,Business,Economy Class,602,363,2019-09-04,2019-08-01,1
,-0.8381,-0.9452,-0.9058,,1,0,0,0,1,True,Couple Leisure,Economy Class,801,364,2019-08-31,2019-08-01,0
0.9849,,0.9946,,,0,1,0,1,1,False,Solo Leisure,Business Class,394,365,2019-08-31,2019-08-01,1
0.9796,0.987,0.9851,,,0,0,0,1,1,False,Family Leisure,Economy Class,1098,366,2019-08-27,2019-08-01,1
,-0.958,-0.9096,-0.8576,-0.8293,1,0,0,0,0,True,Family Leisure,Economy Class,1077,367,2019-08-10,2019-06-01,0
,,-0.9301,-0.9186,,1,1,0,0,1,True,Solo Leisure,Economy Class,3027,368,2019-08-07,2019-06-01,0
,,-0.8781,-0.8786,,1,1,0,0,1,True,Solo Leisure,Economy Class,1500,369,2019-07-30,2019-07-01,0
,0.973,0.9825,0.9309,,1,0,0,0,1,True,Solo Leisure,Economy Class,603,370,2019-07-28,2019-07-01,1
0.9817,0.9735,0.9756,0.956,0.9627,0,0,0,0,0,True,Solo Leisure,Economy Class,1208,371,2019-07-24,2019-07-01,1
-0.781,-0.87,-0.9031,-0.8644,,0,0,0,0,1,False,Family Leisure,Business Class,1250,372,2019-07-09,2019-06-01,0
,-0.95,-0.912,-0.843,-0.8229,1,0,0,0,0,True,Solo Leisure,Economy Class,1029,373,2019-07-08,2019-06-01,0
,,-0.88,-0.8656,,1,1,0,0,1,True,Family Leisure,Economy Class,839,374,2019-07-08,2019-07-01,0
,,,-0.7701,,1,1,1,0,1,True,Family Leisure,Economy Class,683,375,2019-07-02,2019-06-01,0
,0.853,,0.788,0.3334,1,0,1,0,0,True,Business,Economy Class,975,376,2019-06-28,2019-06-01,1
-0.5539,,-0.8644,-0.8007,-0.729,0,1,0,0,0,True,Family Leisure,Economy Class,1199,377,2019-06-27,2019-06-01,0
-0.9178,,-0.95,-0.9365,,0,1,0,0,1,True,Business,Economy Class,865,378,2019-06-25,2019-06-01,0
,,,-0.9629,,1,1,1,0,1,True,Couple Leisure,Economy Class,617,379,2019-06-06,2019-06-01,0
,,,-0.9594,,1,1,1,0,1,True,Solo Leisure,Economy Class,499,380,2019-06-03,2019-06-01,0
,,-0.9556,-0.9626,,1,1,0,0,1,True,Business,Economy Class,909,381,2019-06-01,2019-05-01,0
,,,-0.9545,,1,1,1,0,1,True,Business,Economy Class,384,382,2019-05-28,2019-05-01,0
,,-0.7368,-0.5349,,1,1,0,0,1,True,Business,Business Class,554,383,2019-05-26,2019-05-01,0
,0.9491,,0.8985,,1,0,1,0,1,True,Solo Leisure,Economy Class,216,384,2019-05-26,2019-05-01,1
-0.6733,-0.7763,-0.7643,,,0,0,0,1,1,True,Solo Leisure,Economy Class,942,385,2019-05-16,2019-04-01,0
-0.3412,,-0.975,-0.8804,,0,1,0,0,1,True,Couple Leisure,Economy Class,428,386,2019-05-14,2019-05-01,0
,,-0.5942,-0.4725,,1,1,0,0,1,True,Solo Leisure,Economy Class,793,387,2019-05-11,2019-05-01,0
,-0.8782,-0.9028,-0.8875,-0.9063,1,0,0,0,0,True,Business,Economy Class,1593,388,2019-05-10,2019-01-01,0
,0.7298,0.9762,0.938,,1,0,0,0,1,False,Family Leisure,Economy Class,796,389,2019-05-06,2019-04-01,1
,-0.9722,-0.9737,-0.9697,,1,0,0,0,1,True,Solo Leisure,Economy Class,863,390,2019-05-05,2019-05-01,0
,,-0.9527,-0.9402,,1,1,0,0,1,True,Family Leisure,Economy Class,1461,391,2019-05-04,2019-04-01,0
-0.9906,-0.9929,,-0.8956,-0.7757,0,0,1,0,0,True,Solo Leisure,Economy Class,286,392,2019-05-01,2019-04-01,0
,-0.9853,,-0.9709,-0.9183,1,0,1,0,0,True,Solo Leisure,Economy Class,349,393,2019-05-01,2019-04-01,0
0.7382,-0.126,,-0.1203,-0.8024,0,0,1,0,0,True,Couple Leisure,Economy Class,513,394,2019-04-29,2019-04-01,0
,,,-0.9354,,1,1,1,0,1,True,Solo Leisure,Economy Class,390,395,2019-04-24,2019-03-01,0
,,0.6036,,,1,1,0,1,1,True,Business,Economy Class,181,396,2023-04-03,2023-04-01,0
,-0.9915,-0.989,,,1,0,0,1,1,False,Solo Leisure,Economy Class,181,397,2023-07-25,2023-07-01,0
,,-0.2083,-0.8426,-0.0524,1,1,0,0,0,False,Couple Leisure,Economy Class,410,398,2023-06-25,2023-06-01,1
,-0.191,-0.5803,-0.2306,,1,0,0,0,1,True,Solo Leisure,Economy Class,891,399,2023-03-20,2023-03-01,0
,,-0.8883,-0.8816,-0.8732,1,1,0,0,0,True,Solo Leisure,Economy Class,2323,400,2023-02-10,2023-02-01,0
-0.8633,,-0.9345,-0.9334,-0.9102,0,1,0,0,0,True,Couple Leisure,Business Class,1151,401,2023-01-28,2023-01-01,0
,,-0.853,-0.8149,,1,1,0,0,1,True,Couple Leisure,Economy Class,819,402,2023-01-24,2022-12-01,0
,,-0.9714,-0.9572,-0.9455,1,1,0,0,0,False,Solo Leisure,Economy Class,677,403,2022-12-23,2022-12-01,0
,,,0.8758,,1,1,1,0,1,True,Family Leisure,Economy Class,343,404,2022-11-29,2022-11-01,1
,,-0.9611,-0.962,,1,1,0,0,1,True,Solo Leisure,Economy Class,990,405,2022-11-27,2022-11-01,0
,,,0.9696,,1,1,1,0,1,False,Business,Economy Class,192,406,2022-09-04,2022-08-01,1
,-0.9785,-0.9893,-0.9742,,1,0,0,0,1,True,Business,Business Class,483,407,2022-03-08,2022-03-01,0
,,,-0.945,,1,1,1,0,1,True,Business,Economy Class,709,408,2022-02-17,2022-02-01,0
,,-0.9802,-0.9787,,1,1,0,0,1,True,Solo Leisure,Economy Class,1143,409,2021-12-10,2021-12-01,0
,,-0.9915,-0.9794,,1,1,0,0,1,False,Couple Leisure,Economy Class,405,410,2021-11-23,2021-11-01,0
,,,-0.9521,,1,1,1,0,1,True,Solo Leisure,Economy Class,562,411,2021-02-02,2020-11-01,0
,,-0.981,-0.9056,,1,1,0,0,1,True,Solo Leisure,Economy Class,529,412,2020-12-15,2020-04-01,0
,-0.2661,-0.3203,-0.3079,-0.6888,1,0,0,0,0,True,Family Leisure,Business Class,1138,413,2020-03-30,2020-03-01,0
,,-0.9126,-0.8921,,1,1,0,0,1,True,Couple Leisure,Economy Class,1153,414,2019-12-02,2019-11-01,0
0.9649,,0.9855,0.9668,,0,1,0,0,1,True,Solo Leisure,Economy Class,227,415,2019-10-17,2019-09-01,1
,,-0.8918,-0.8929,,1,1,0,0,1,False,Couple Leisure,Economy Class,1787,416,2019-07-16,2019-07-01,0
,,-0.9574,-0.9533,,1,1,0,0,1,False,Family Leisure,Economy Class,1245,417,2019-06-13,2019-06-01,0
,,-0.9929,-0.958,,1,1,0,0,1,True,Solo Leisure,Economy Class,359,418,2019-06-01,2019-06-01,0
0.9913,0.9748,0.9741,0.9578,,0,0,0,0,1,True,Couple Leisure,Economy Class,574,419,2019-05-13,2019-04-01,1
,,0.9931,,,1,1,0,1,1,True,Solo Leisure,Economy Class,171,420,2019-05-06,2018-12-01,1
,,-0.9854,-0.9789,,1,1,0,0,1,True,Couple Leisure,Premium Economy,596,421,2019-05-04,2019-05-01,0
-0.9713,-0.9734,-0.9794,-0.9721,,0,0,0,0,1,True,Family Leisure,Economy Class,1382,422,2019-03-28,2019-03-01,0
0.8156,0.4017,0.3921,0.4411,,0,0,0,0,1,True,Family Leisure,Economy Class,1053,423,2019-02-23,2019-02-01,1
-0.5224,,-0.9823,,,0,1,0,1,1,True,Family Leisure,Economy Class,363,424,2019-01-15,2019-01-01,0
,,,-0.4178,,1,1,1,0,1,True,Couple Leisure,Economy Class,2578,425,2018-12-03,2018-11-01,0
-0.6672,-0.6279,,-0.6433,-0.8693,0,0,1,0,0,True,Couple Leisure,Economy Class,1507,426,2018-11-22,2018-11-01,0
,,,-0.741,-0.5341,1,1,1,0,0,True,Couple Leisure,Economy Class,890,427,2018-10-27,2018-10-01,0
,,-0.8951,-0.8099,,1,1,0,0,1,True,Business,Economy Class,1100,428,2018-05-11,2018-05-01,0
0.9725,0.9751,0.9814,0.9682,,0,0,0,0,1,True,Couple Leisure,Economy Class,932,429,2018-03-15,2018-03-01,1
0.9658,0.9242,,0.8808,0.8998,0,0,1,0,0,True,Solo Leisure,Economy Class,674,430,2018-03-07,2018-03-01,1
,,-0.9884,,,1,1,0,1,1,True,Couple Leisure,Economy Class,551,431,2018-02-22,2018-02-01,0
,,,-0.9082,,1,1,1,0,1,True,Solo Leisure,Economy Class,907,432,2017-12-19,2017-12-01,0
-0.5561,,,-0.5549,,0,1,1,0,1,True,Family Leisure,Economy Class,1944,433,2017-12-15,2017-10-01,0
0.9874,,0.9881,0.9555,,0,1,0,0,1,True,Solo Leisure,Economy Class,711,434,2017-11-29,2017-11-01,1
0.9522,0.9944,0.9945,0.9311,0.9777,0,0,0,0,0,False,Couple Leisure,Business Class,325,435,2017-11-15,2017-11-01,1
0.7087,0.6185,0.9214,,,0,0,0,1,1,False,Family Leisure,Economy Class,851,436,2017-11-02,2017-10-01,1
,0.9735,0.9889,0.9221,,1,0,0,0,1,False,Couple Leisure,Economy Class,304,437,2017-09-25,2017-09-01,1
,0.9846,0.9852,,,1,0,0,1,1,False,Couple Leisure,Economy Class,477,438,2017-09-25,2017-08-01,1
-0.9188,-0.9391,-0.9362,-0.9203,-0.9413,0,0,0,0,0,False,Business,Business Class,1272,439,2017-08-30,2017-08-01,0
,,-0.9803,-0.9636,,1,1,0,0,1,False,Business,Economy Class,655,440,2017-08-18,2017-08-01,0
-0.9531,-0.9487,-0.9748,-0.9389,,0,0,0,0,1,False,Solo Leisure,Economy Class,719,441,2017-04-30,2017-04-01,0
0.9576,,0.8315,0.7503,,0,1,0,0,1,False,Solo Leisure,Business Class,932,442,2017-03-14,2017-03-01,1
,,0.9936,0.9711,,1,1,0,0,1,False,Couple Leisure,Business Class,329,443,2017-02-26,2016-03-01,1
-0.9347,,-0.9355,,-0.8694,0,1,0,1,0,False,Couple Leisure,Economy Class,1030,444,2017-02-24,2017-02-01,0
0.3367,0.8216,0.5684,,,0,0,0,1,1,False,Business,Business Class,908,445,2017-02-16,2017-02-01,1
,,-0.9847,-0.9825,,1,1,0,0,1,False,Family Leisure,Economy Class,875,446,2017-01-26,2017-01-01,0
0.9939,0.9918,0.9924,0.9886,,0,0,0,0,1,False,Business,Economy Class,280,447,2017-01-23,2017-01-01,1
,-0.6219,-0.3159,-0.613,,1,0,0,0,1,False,Solo Leisure,Premium Economy,1031,448,2017-01-20,2016-12-01,1
,,-0.8958,-0.8952,,1,1,0,0,1,False,Couple Leisure,Economy Class,2310,449,2017-01-08,2016-12-01,0
,,-0.9499,-0.9395,,1,1,0,0,1,False,Family Leisure,Economy Class,577,450,2016-12-28,2016-12-01,0
,0.556,0.5517,0.4963,0.543,1,0,0,0,0,False,Solo Leisure,Economy Class,1132,451,2016-12-22,2016-12-01,1
0.3497,0.3158,0.229,0.2441,0.3252,0,0,0,0,0,False,Solo Leisure,Economy Class,1740,452,2016-12-18,2016-12-01,0
-0.9773,,-0.9879,-0.9769,,0,1,0,0,1,False,Solo Leisure,Economy Class,632,453,2016-11-25,2016-11-01,0
-0.7997,-0.8841,,-0.9586,,0,0,1,0,1,False,Business,Economy Class,398,454,2016-08-12,2016-08-01,0
,,-0.8882,-0.8367,,1,1,0,0,1,False,Couple Leisure,Premium Economy,556,455,2016-06-28,2016-06-01,0
,-0.6364,-0.7888,-0.6549,,1,0,0,0,1,False,Solo Leisure,Economy Class,1648,456,2016-06-05,2016-05-01,0
